Date;Pdc A [W];Pdc B [W];Pdc [W];Udc A [V];Udc B [V];Pac 1 [W];Pac 2 [W];Pac 3 [W];Pac [W];Uac 1 [V];Uac 2 [V];Uac 3 [V];Temp [°C];Temp2 [°C];Temp bat [°C];Pbat [W];Ubat [V];SOC [%];SOC targ [%];Pload [W];Pgrid feed [W];Pgrid load [W];Pgrid [W];Pext [W]
27.03.2024 06:15;6.8001046;8.467094;15.267199;333.76004;318.34497;362.6108;362.54132;362.6355;1087.7876;237.49997;236.21162;237.67815;23.32161;23.680983;20.491667;1093.1305;393.219;67.67186;97.0;1088.073;0.4683628;0.62300324;0.15464044;0.0
27.03.2024 06:20;16.954475;18.945642;35.900116;341.75116;331.41574;209.9875;209.88289;209.97209;629.84247;237.34785;236.37396;237.65279;23.42073;23.985834;20.55;602.48413;393.7912;67.14327;97.0;627.0578;1.1418302;0.5711766;-0.5706536;0.0
27.03.2024 06:25;61.41102;67.368645;128.77966;383.16278;381.85614;276.09106;275.9809;276.08563;828.1576;237.09541;236.40724;237.41434;23.548836;23.952198;20.566668;715.85046;396.53778;66.522964;97.0;827.04443;0.641411;0.54277986;-0.09863114;0.0
27.03.2024 06:30;97.57248;69.40995;166.98242;321.50656;412.7203;269.72433;269.6319;269.72757;809.08374;236.6289;235.593;237.00371;23.719963;24.076834;20.591667;653.68604;393.82935;65.95317;97.0;812.35565;0.31491694;1.4447228;1.1298058;0.0
27.03.2024 06:35;92.84831;93.96053;186.80884;427.59857;436.038;49.20949;49.112453;49.230663;147.55261;237.12799;236.71909;237.46382;23.715092;24.057713;20.616667;-35.752197;397.33887;65.977715;97.0;147.55074;0.84220624;0.8827282;0.04052198;0.0
27.03.2024 06:40;100.20252;101.16294;201.36546;418.88986;409.3808;38.508;38.409573;38.488976;115.40655;236.02629;235.68214;235.94751;23.690735;24.100708;20.633333;-87.9044;397.91107;66.04967;97.0;115.37826;0.634253;0.5644659;-0.069787145;0.0
27.03.2024 06:45;126.618385;121.509445;248.12784;421.85287;423.56116;40.32884;40.188396;40.27855;120.795784;235.83939;235.22842;235.94019;23.690735;23.995434;20.633333;-125.33282;398.29254;66.15781;97.0;121.83942;0.41551962;0.94217795;0.5266583;0.0
27.03.2024 06:50;144.69019;148.05481;292.745;432.07623;435.2523;40.655506;40.561577;40.64488;121.86197;235.6471;235.211;235.93039;23.729696;23.985834;20.641666;-168.97607;398.9029;66.291145;97.0;121.95277;0.62041813;0.6171302;-0.0032879114;0.0
27.03.2024 06:55;159.03099;165.33961;324.3706;430.62653;435.35983;40.108807;39.979958;40.05271;120.14147;235.0791;234.65352;235.47748;23.831593;24.067272;20.641666;-204.30006;399.70398;66.44735;97.0;121.29772;0.42251423;0.9559369;0.5334227;0.0
27.03.2024 07:00;175.43005;183.06425;358.49432;429.74908;434.4337;35.16286;35.08278;35.192165;105.437805;235.14197;234.51866;235.41963;23.923325;24.076834;20.641666;-246.8844;400.7721;66.644424;97.0;105.978325;0.4322216;0.716317;0.2840954;0.0
